id,조문문장,T5_L1,T5_L2,T5_확신도,T5_근거
P01906,마. 그 밖에 노인이 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는' 형태로 시설 또는 장소의 범위를 지방자치단체 조례에 위임하는 일반적 위임 규정이다.
P01907,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장에서 '조례로 정하는'으로 시설·장소의 범위를 조례에 정하도록 규율권한을 넘기고 있어 위임으로 판단된다.
P01908,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장에서 '조례로 정하는'이라고 하여 규율 사항의 일부를 하위 규범(조례)에 맡기고 있어 위임에 해당한다.
P01909,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문언이 '조례로 정하는' 형태로 요건 일부를 하위 규범인 조례에 위임하고 있어 규율권한을 넘긴다.
P01910,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,"문언이 '조례로 정하는'으로 시설·장소의 범위를 조례에 정하도록 규율권한을 넘기고 있어 위임이며, 법형식은 명시적으로 '조례'이다."
P01911,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장에서 '조례로 정하는'이라고 규율 대상을 조례에 맡기므로 특정 사항의 규율권한을 하위 규범(조례)로 넘기는 위임이다.
P01912,마. 그 밖에 노인이 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는' 형태로 시설·장소의 범위를 지방자치단체 조례에 위임하고 있으므로 규율권한을 넘긴다.
P01913,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장에서 '조례로 정하는'이라고 규정해 조례에 시설·장소의 판단·규정을 맡기므로 범위를 하위 규범에 위임한다.
P01914,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는' 형태로 조례에 규율권한을 넘기고 있어 범위·요건 일부를 하위 규범에 위임한다.
P01915,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는 시설 또는 장소'라며 규율권한의 일부를 조례에 위임하는 형태이다.
P01916,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는' 형태로 하위 규범(조례)에 정할 사항의 범위를 지시하여 규율권한을 넘긴다.
P01917,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장에서 '조례로 정하는 시설 또는 장소'라 하여 필요한 사항의 일부를 조례에 맡기고 있어 규율권한을 하위규범(조례)에 넘기는 위임이다.
P01918,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장에서 '조례로 정하는'이라고 하여 시설·장소의 범위를 지방자치단체 조례에 맡겨 규율권한을 넘긴다.
P01919,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문언이 '조례로 정하는'으로 시설 또는 장소의 범위를 정하도록 규율권한을 하위법인 조례에 위임하고 있다.
P01920,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는' 형태로 조례에 규율권한을 맡기므로 위임에 해당한다.
P01921,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문언 '조례로 정하는'은 범위 일부를 하위 규범(조례)에 위임하는 표현으로 규율권한을 넘긴다.
P01922,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장에서 '조례로 정하는'으로 시설·장소의 범위를 조례에 정하도록 규정하여 규율권한을 넘긴다.
P01923,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는' 형태로 시설 또는 장소의 범위를 하위 규범(조례)에 맡기고 있어 규율권한을 넘긴다.
P01924,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는' 형태로 시설·장소의 범위를 조례에 맡기고 있어 하위 규범에 규율권한을 넘긴다.
P01925,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는' 형태로 조례에 규율권한을 넘기고 있어 범위 설정을 위임한다.
P01926,마. 그 밖에 노인이 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는' 형태로 조례에 규율권한을 넘기고 있어 범위를 정하도록 위임한다.
P01927,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는' 형태로 조례에 시설·장소의 범위를 정하도록 규율권한을 넘기고 있다.
P01928,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,4,문장이 '조례로 정하는' 형태로 시설 또는 장소의 범위를 지방자치단체의 조례에 맡기고 있어 규율권한을 넘기는 위임적 표현이다.
P01929,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문언 '조례로 정하는 시설 또는 장소'는 시설·장소의 범위를 조례에 위임하는 표현으로 규율권한을 내려준다.
P01930,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장에서 '조례로 정하는'으로 규율사항의 일부를 하위 규범(조례)에 위임하고 있어 위임으로 판단된다.
P01931,마. 그 밖에 노인이 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문언이 '조례로 정하는'으로 미래의 사항을 조례가 정하도록 규율권한을 넘기고 있어 포괄적·부분적 위임에 해당한다.
P01932,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,4,문장이 '조례로 정하는 시설 또는 장소'라고 하여 규율 사항의 일부를 조례에 위임하는 표현이므로 위임으로 판단된다. 문맥상 특정 규범을 가리키는 인용이 아니라 조례가 정하도록 권한을 넘긴다.
P01933,마. 그 밖에 노인이 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문언이 ‘조례로 정하는’으로 시설·장소의 범위를 조례에 위임하여 규율권한을 넘긴다.
P01934,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장에서 '조례로 정하는'으로 조례에 규율권한을 위임하는 표현이므로 위임으로 판단된다.
P01935,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는' 형태로 하위 규범(조례)에 규율할 사항의 일부를 맡기므로 포괄적 위임에 해당한다.
P01936,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장에서 '조례로 정하는'은 향후 조례가 정할 사항의 범위를 지시하며 규율권한을 하위 규범인 조례에 넘긴다.
P01937,마. 그 밖에 노인이 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문언 '조례로 정하는'은 규율 권한을 조례에 위임하는 명백한 위임 표현이다.
P01938,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는' 형태로 하위 규범(조례)에 규율권한을 넘기고 있으며 요건의 일부를 조례에 위임한다.
P01939,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,4,문장이 '조례로 정하는' 형태로 시설·장소의 범위를 하위 규범(조례)에 맡기고 있어 규율권한을 넘긴다.
P01940,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,4,문장이 '조례로 정하는' 형태로 조례에 정할 사항의 범위를 지시하여 규율권한을 넘긴다.
P01941,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장에서 '조례로 정하는'은 범위·요건 일부를 조례에 맡기는 전형적 위임 표현이므로 위임으로 판단되고 법형식은 명시된 '조례'이다.
P01942,마. 그 밖에 노인이 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,4,문장이 '조례로 정하는' 형태로 조례에 규율권한 일부를 맡기므로 위임에 해당한다.
P01943,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문언이 ‘조례로 정하는’으로 시설·장소의 범위를 하위 규범(조례)에 맡기므로 위임으로 판단된다.
P01944,마. 그 밖에 노인이 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는'으로 시설·장소의 범위를 조례에 위임하는 문언으로 규율권한을 넘긴다.
P01945,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는' 형태로 시설·장소의 범위를 하위 규범(조례)에 맡기므로 규율권한을 넘기는 위임이다.
P01946,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는' 형태로 조례에 규율권한을 넘기며 요건의 일부를 위임한다.
P01947,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문언이 '조례로 정하는'으로 시설 또는 장소의 범위를 하위규범(조례)에 정하도록 규율권한을 넘기고 있다.
P01948,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는' 형태로 조례에 규율권한을 넘기고 있어 명백한 부분위임이다.
P01949,마. 그 밖에 노인이 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는' 형태로 조례에 규율권한을 맡기고 있어 특정 사항의 범위를 위임하는 표현이다.
P01950,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는' 형태로 조례에 규율권한을 넘기고 있어 범위를 지정하는 위임 조항이다.
P01951,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장에서 '조례로 정하는'으로 조례에 규율권한·요건 결정을 맡기고 있어 위임으로 판단된다.
P01952,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는'이라고 명시해 하위 규범(조례)에 규율권한을 넘기고 있다.
P01953,마. 그 밖에 노인이 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는' 형태로 조례에 특정 사항의 규정 권한을 부여하므로 하위 규범에 규율권한을 넘긴다.
